Origin_airport,Destination_airport,Origin_city,Destination_city,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long
MHK,AMW,"Manhattan, KS","Ames, IA",21,30,1,254,10/1/2008,122049,86219,39.14099884,-96.67079926,NA,NA
EUG,RDM,"Eugene, OR","Bend, OR",41,396,22,103,11/1/1990,284093,76034,44.12459946,-123.211998,44.2541008,-121.1500015
EUG,RDM,"Eugene, OR","Bend, OR",88,342,19,103,12/1/1990,284093,76034,44.12459946,-123.211998,44.2541008,-121.1500015
EUG,RDM,"Eugene, OR","Bend, OR",11,72,4,103,10/1/1990,284093,76034,44.12459946,-123.211998,44.2541008,-121.1500015
MFR,RDM,"Medford, OR","Bend, OR",0,18,1,156,2/1/1990,147300,76034,42.37419891,-122.8730011,44.2541008,-121.1500015
MFR,RDM,"Medford, OR","Bend, OR",11,18,1,156,3/1/1990,147300,76034,42.37419891,-122.8730011,44.2541008,-121.1500015
MFR,RDM,"Medford, OR","Bend, OR",2,72,4,156,1/1/1990,147300,76034,42.37419891,-122.8730011,44.2541008,-121.1500015
MFR,RDM,"Medford, OR","Bend, OR",7,18,1,156,9/1/1990,147300,76034,42.37419891,-122.8730011,44.2541008,-121.1500015
MFR,RDM,"Medford, OR","Bend, OR",7,36,2,156,11/1/1990,147300,76034,42.37419891,-122.8730011,44.2541008,-121.1500015
SEA,RDM,"Seattle, WA","Bend, OR",8,18,1,228,2/1/1990,5154164,76034,47.44900131,-122.3089981,44.2541008,-121.1500015
SEA,RDM,"Seattle, WA","Bend, OR",453,3128,23,228,1/1/1990,5154164,76034,47.44900131,-122.3089981,44.2541008,-121.1500015
SEA,RDM,"Seattle, WA","Bend, OR",784,2720,20,228,2/1/1990,5154164,76034,47.44900131,-122.3089981,44.2541008,-121.1500015
SEA,RDM,"Seattle, WA","Bend, OR",749,2992,22,228,3/1/1990,5154164,76034,47.44900131,-122.3089981,44.2541008,-121.1500015
SEA,RDM,"Seattle, WA","Bend, OR",11,18,1,228,4/1/1990,5154164,76034,47.44900131,-122.3089981,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",349,851,23,116,1/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1376,2898,161,116,1/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",444,1110,30,116,10/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1949,3261,187,116,6/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",381,814,22,116,2/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1559,2772,154,116,2/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1852,3600,200,116,10/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",483,925,25,116,9/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1965,3492,194,116,9/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",494,1036,28,116,6/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",459,962,26,116,3/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",553,1036,28,116,8/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1887,3186,177,116,3/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",773,1887,51,116,11/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1800,3060,170,116,4/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1173,1998,54,116,12/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",462,999,27,116,4/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",386,962,26,116,5/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",2412,3654,203,116,8/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1787,3222,179,116,5/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1446,3042,169,116,11/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1922,3042,169,116,12/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",523,962,26,116,7/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",2333,3654,204,116,7/1/1990,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",139,396,22,147,1/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",209,999,27,147,8/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",189,414,23,147,8/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",168,432,24,147,4/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",166,925,25,147,7/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",184,412,23,147,7/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",157,414,23,147,10/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",177,888,24,147,1/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",172,378,21,147,2/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",134,999,27,147,10/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",118,925,25,147,9/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1413,2760,92,462,3/1/1990,7436126,76034,37.61899948,-122.375,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",123,342,19,147,9/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",172,925,25,147,4/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1394,2640,88,462,6/1/1990,7436126,76034,37.61899948,-122.375,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",922,2580,86,462,1/1/1990,7436126,76034,37.61899948,-122.375,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",230,925,25,147,6/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1661,2790,93,462,8/1/1990,7436126,76034,37.61899948,-122.375,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",176,925,25,147,3/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1093,2640,88,462,5/1/1990,7436126,76034,37.61899948,-122.375,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",150,396,22,147,12/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",995,2370,79,462,11/1/1990,7436126,76034,37.61899948,-122.375,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",150,925,25,147,12/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",94,703,19,147,11/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",150,396,22,147,11/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",177,468,26,147,3/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1080,2490,83,462,4/1/1990,7436126,76034,37.61899948,-122.375,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1279,2340,78,462,12/1/1990,7436126,76034,37.61899948,-122.375,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1080,2490,83,462,2/1/1990,7436126,76034,37.61899948,-122.375,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",187,399,23,147,6/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1493,2760,92,462,7/1/1990,7436126,76034,37.61899948,-122.375,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",106,629,17,147,2/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",194,962,26,147,5/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1204,2550,85,462,10/1/1990,7436126,76034,37.61899948,-122.375,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",200,486,27,147,5/1/1990,57948,76034,42.15610123,-121.7330017,44.2541008,-121.1500015
LAX,RDM,"Los Angeles, CA","Bend, OR",1599,2992,22,726,3/1/1990,22585772,76034,33.94250107,-118.4079971,44.2541008,-121.1500015
LAX,RDM,"Los Angeles, CA","Bend, OR",643,2856,21,726,1/1/1990,22585772,76034,33.94250107,-118.4079971,44.2541008,-121.1500015
LAX,RDM,"Los Angeles, CA","Bend, OR",1280,2720,20,726,2/1/1990,22585772,76034,33.94250107,-118.4079971,44.2541008,-121.1500015
LAX,RDM,"Los Angeles, CA","Bend, OR",66,104,1,726,1/1/1990,22585772,76034,33.94250107,-118.4079971,44.2541008,-121.1500015
EAT,RDM,"Wenatchee, WA","Bend, OR",12,18,1,222,12/1/1991,80800,80333,47.39889908,-120.2070007,44.2541008,-121.1500015
YKM,RDM,"Yakima, WA","Bend, OR",8,37,1,162,12/1/1991,193723,80333,46.56819916,-120.5439987,44.2541008,-121.1500015
EUG,RDM,"Eugene, OR","Bend, OR",98,324,18,103,12/1/1991,287600,80333,44.12459946,-123.211998,44.2541008,-121.1500015
EUG,RDM,"Eugene, OR","Bend, OR",41,342,19,103,2/1/1991,287600,80333,44.12459946,-123.211998,44.2541008,-121.1500015
EUG,RDM,"Eugene, OR","Bend, OR",68,360,20,103,11/1/1991,287600,80333,44.12459946,-123.211998,44.2541008,-121.1500015
EUG,RDM,"Eugene, OR","Bend, OR",65,378,21,103,9/1/1991,287600,80333,44.12459946,-123.211998,44.2541008,-121.1500015
EUG,RDM,"Eugene, OR","Bend, OR",68,414,23,103,5/1/1991,287600,80333,44.12459946,-123.211998,44.2541008,-121.1500015
EUG,RDM,"Eugene, OR","Bend, OR",55,414,23,103,10/1/1991,287600,80333,44.12459946,-123.211998,44.2541008,-121.1500015
EUG,RDM,"Eugene, OR","Bend, OR",60,396,22,103,8/1/1991,287600,80333,44.12459946,-123.211998,44.2541008,-121.1500015
EUG,RDM,"Eugene, OR","Bend, OR",56,360,20,103,6/1/1991,287600,80333,44.12459946,-123.211998,44.2541008,-121.1500015
EUG,RDM,"Eugene, OR","Bend, OR",47,378,21,103,3/1/1991,287600,80333,44.12459946,-123.211998,44.2541008,-121.1500015
EUG,RDM,"Eugene, OR","Bend, OR",60,396,22,103,4/1/1991,287600,80333,44.12459946,-123.211998,44.2541008,-121.1500015
EUG,RDM,"Eugene, OR","Bend, OR",42,324,18,103,1/1/1991,287600,80333,44.12459946,-123.211998,44.2541008,-121.1500015
EUG,RDM,"Eugene, OR","Bend, OR",62,414,23,103,7/1/1991,287600,80333,44.12459946,-123.211998,44.2541008,-121.1500015
EKO,RDM,"Elko, NV","Bend, OR",113,119,1,362,8/1/1991,37382,80333,40.82490158,-115.7919998,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",175,888,24,147,5/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1352,2640,88,462,5/1/1991,7498756,80333,37.61899948,-122.375,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",95,925,25,147,3/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1617,2790,93,462,8/1/1991,7498756,80333,37.61899948,-122.375,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1327,2670,89,462,6/1/1991,7498756,80333,37.61899948,-122.375,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1392,2550,85,462,3/1/1991,7498756,80333,37.61899948,-122.375,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",199,851,23,147,6/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",168,999,27,147,7/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",229,999,27,147,10/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",165,414,23,147,10/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1013,2700,90,462,11/1/1991,7498756,80333,37.61899948,-122.375,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",181,396,22,147,6/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",144,396,22,147,3/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",100,777,21,147,2/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",100,342,19,147,2/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",218,925,25,147,9/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",144,378,21,147,9/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",115,888,24,147,1/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1198,2790,93,462,10/1/1991,7498756,80333,37.61899948,-122.375,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",157,814,22,147,11/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",133,270,15,147,12/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",153,703,19,147,12/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",143,360,20,147,1/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",100,306,17,147,11/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",195,414,23,147,7/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1274,2550,85,462,4/1/1991,7498756,80333,37.61899948,-122.375,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1093,2490,83,462,1/1/1991,7498756,80333,37.61899948,-122.375,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",178,396,22,147,8/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",223,999,27,147,8/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1537,2760,92,462,7/1/1991,7498756,80333,37.61899948,-122.375,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1184,2670,89,462,9/1/1991,7498756,80333,37.61899948,-122.375,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",148,396,22,147,4/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1311,2790,93,462,12/1/1991,7498756,80333,37.61899948,-122.375,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",153,962,26,147,4/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
LMT,RDM,"Klamath Falls, OR","Bend, OR",223,468,26,147,5/1/1991,58281,80333,42.15610123,-121.7330017,44.2541008,-121.1500015
SFO,RDM,"San Francisco, CA","Bend, OR",1160,2190,73,462,2/1/1991,7498756,80333,37.61899948,-122.375,44.2541008,-121.1500015
SEA,RDM,"Seattle, WA","Bend, OR",2,38,2,228,1/1/1991,5242050,80333,47.44900131,-122.3089981,44.2541008,-121.1500015
SEA,RDM,"Seattle, WA","Bend, OR",25,36,2,228,1/1/1991,5242050,80333,47.44900131,-122.3089981,44.2541008,-121.1500015
SEA,RDM,"Seattle, WA","Bend, OR",12,74,2,228,1/1/1991,5242050,80333,47.44900131,-122.3089981,44.2541008,-121.1500015
SEA,RDM,"Seattle, WA","Bend, OR",5,37,1,228,7/1/1991,5242050,80333,47.44900131,-122.3089981,44.2541008,-121.1500015
SEA,RDM,"Seattle, WA","Bend, OR",11,18,1,228,2/1/1991,5242050,80333,47.44900131,-122.3089981,44.2541008,-121.1500015
MFR,RDM,"Medford, OR","Bend, OR",1,18,1,156,2/1/1991,150496,80333,42.37419891,-122.8730011,44.2541008,-121.1500015
MFR,RDM,"Medford, OR","Bend, OR",8,36,2,156,1/1/1991,150496,80333,42.37419891,-122.8730011,44.2541008,-121.1500015
MFR,RDM,"Medford, OR","Bend, OR",7,18,1,156,11/1/1991,150496,80333,42.37419891,-122.8730011,44.2541008,-121.1500015
MFR,RDM,"Medford, OR","Bend, OR",19,54,3,156,12/1/1991,150496,80333,42.37419891,-122.8730011,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1299,3382,178,116,10/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",2057,3726,207,116,10/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1467,3363,177,116,12/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",2271,3546,197,116,12/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",545,851,23,116,12/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1498,3344,176,116,7/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1086,3059,161,116,9/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1903,3492,194,116,9/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1188,1887,51,116,7/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",581,1147,31,116,9/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",856,1887,51,116,1/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",2165,3294,183,116,7/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1143,3154,166,116,11/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",70,210,7,116,1/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1924,3582,199,116,11/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1539,3211,169,116,6/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1891,3168,176,116,6/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",10,65,1,116,6/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",717,1924,52,116,5/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1175,3230,170,116,4/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",15,65,1,116,3/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",886,1739,47,116,6/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1660,3132,174,116,3/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",898,1924,52,116,3/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",7,65,1,116,5/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1523,3363,177,116,8/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1712,3258,181,116,5/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1550,2988,166,116,4/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",2000,3240,180,116,8/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1098,2907,153,116,1/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",780,1998,54,116,4/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1108,2831,149,116,2/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",467,814,22,116,11/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1627,2916,162,116,2/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",783,1480,40,116,2/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1514,3096,172,116,1/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1267,3287,173,116,3/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1295,3306,174,116,5/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1240,1998,54,116,8/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",521,962,26,116,10/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",5,65,1,116,10/1/1991,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",2034,3528,196,116,9/1/1992,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",753,2035,55,116,9/1/1992,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",32,65,1,116,6/1/1992,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",731,1850,50,116,6/1/1992,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1869,3240,180,116,3/1/1992,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",701,1850,50,116,3/1/1992,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",2429,3600,200,116,6/1/1992,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1452,3344,176,116,8/1/1992,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1158,3325,175,116,10/1/1992,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1831,3690,205,116,10/1/1992,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1761,2204,116,116,12/1/1992,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",963,2035,55,116,8/1/1992,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
PDX,RDM,"Portland, OR","Bend, OR",1338,3895,205,116,3/1/1992,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
